+14105547746,0.01 
+14105542833,0.01 
+14105548067,0.01 
+14105542066,0.01 
+14105545923,0.01 
+14105544447,0.01 
+14105543957,0.01 
+14105544887,0.01 
+14105546022,0.01 
+14105543494,0.01 
+14105544869,0.01 
+14105548905,0.01 
+14105541338,0.01 
+14105541396,0.01 
+14105548390,0.01 
+14105544283,0.01 
+14105543133,0.01 
+14105543844,0.01 
+14105547240,0.01 
+14105545585,0.01 
+14102081553,0.02 
+14102088277,0.02 
+14102087212,0.02 
+14102083438,0.02 
+14102084836,0.02 
+14102086817,0.02 
+14102089611,0.02 
+14102087876,0.02 
+14102088440,0.02 
+14102082856,0.02 
+14102089440,0.02 
+14102088668,0.02 
+14102082394,0.02 
+14102085840,0.02 
+14102083930,0.02 
+14102086198,0.02 
+14102081445,0.02 
+14102086308,0.02 
+14102081181,0.02 
+14102083330,0.02 
+14104138977,0.02 
+14104132615,0.02 
+14104133526,0.02 
+14104134203,0.02 
+14104132999,0.02 
+14104135547,0.02 
+14104131179,0.02 
+14104133948,0.02 
+14104138884,0.02 
+14104132719,0.02 
+14104132493,0.02 
+14104131912,0.02 
+14104136763,0.02 
+14104131995,0.02 
+14104138598,0.02 
+14104131187,0.02 
+14104132414,0.02 
+14104135032,0.02 
+14104132469,0.02 
+14104139199,0.02 
+14107928191,0.01 
+14107928293,0.01 
+14107924099,0.01 
+14107924171,0.01 
+14107925240,0.01 
+14107925464,0.01 
+14107926985,0.01 
+14107926191,0.01 
+14107928002,0.01 
+14107922261,0.01 
+14107929417,0.01 
+14107924937,0.01 
+14107924187,0.01 
+14107921140,0.01 
+14107929913,0.01 
+14107921680,0.01 
+14107923178,0.01 
+14107922475,0.01 
+14107921580,0.01 
+14107924115,0.01 
+14103814667,0.01 
+14103819439,0.01 
+14103818270,0.01 
+14103815283,0.01 
+14103817327,0.01 
+14103817220,0.01 
+14103819128,0.01 
+14103814292,0.01 
+14103813836,0.01 
+14103818266,0.01 
+14103815893,0.01 
+14103815077,0.01 
+14103812229,0.01 
+14103812192,0.01 
+14103813288,0.01 
+14103814588,0.01 
+14103815386,0.01 
+14103816301,0.01 
+14103819061,0.01 
+14103812923,0.01 
+14104118193,0.02 
+14104118045,0.02 
+14104111926,0.02 
+14104115046,0.02 
+14104115941,0.02 
+14104111157,0.02 
+14104115439,0.02 
+14104111655,0.02 
+14104119279,0.02 
+14104119123,0.02 
+14104118729,0.02 
+14104114947,0.02 
+14104112414,0.02 
+14104118058,0.02 
+14104117009,0.02 
+14104119326,0.02 
+14104118618,0.02 
+14104114712,0.02 
+14104119615,0.02 
+14104117780,0.02 
+14104404856,0.01 
+14104404758,0.01 
+14104404331,0.01 
+14104401398,0.01 
+14104405158,0.01 
+14104401675,0.01 
+14104402138,0.01 
+14104403931,0.01 
+14104405669,0.01 
+14104405284,0.01 
+14104401525,0.01 
+14104407929,0.01 
+14104408013,0.01 
+14104409479,0.01 
+14104402173,0.01 
+14104405166,0.01 
+14104403197,0.01 
+14104401755,0.01 
+14104402314,0.01 
+14104402399,0.01 
+14104723719,0.02 
+14104728757,0.02 
+14104721708,0.02 
+14104723836,0.02 
+14104724815,0.02 
+14104723164,0.02 
+14104723849,0.02 
+14104722670,0.02 
+14104721913,0.02 
+14104729965,0.02 
+14104728077,0.02 
+14104727191,0.02 
+14104725401,0.02 
+14104724019,0.02 
+14104726066,0.02 
+14104728482,0.02 
+14104728851,0.02 
+14104727561,0.02 
+14104721676,0.02 
+14104725112,0.02 
+14104795894,0.02 
+14104792493,0.02 
+14104792513,0.02 
+14104792625,0.02 
+14104797873,0.02 
+14104799700,0.02 
+14104796250,0.02 
+14104796947,0.02 
+14104798420,0.02 
+14104796606,0.02 
+14104792134,0.02 
+14104794844,0.02 
+14104799797,0.02 
+14104795271,0.02 
+14104791159,0.02 
+14104794119,0.02 
+14104797083,0.02 
+14104791969,0.02 
+14104795999,0.02 
+14104797789,0.02 
+18145803016,0.02 
+18145809211,0.02 
+18145803505,0.02 
+18145809419,0.02 
+18145805948,0.02 
+18145808179,0.02 
+18145808099,0.02 
+18145809200,0.02 
+18145807910,0.02 
+18145808341,0.02 
+18145804808,0.02 
+18145808342,0.02 
+18145806397,0.02 
+18145801794,0.02 
+18145804517,0.02 
+18145804883,0.02 
+18145804186,0.02 
+18145806441,0.02 
+18145806514,0.02 
+18145802902,0.02 
+18146744133,0.02 
+18146748609,0.02 
+18146747076,0.02 
+18146743387,0.02 
+18146744065,0.02 
+18146746458,0.02 
+18146744091,0.02 
+18146745358,0.02 
+18146745676,0.02 
+18146741920,0.02 
+18146747651,0.02 
+18146748706,0.02 
+18146741349,0.02 
+18146742630,0.02 
+18146749894,0.02 
+18146748060,0.02 
+18146747889,0.02 
+18146749284,0.02 
+18146746412,0.02 
+18146743386,0.02 
+18144671458,0.02 
+18144674295,0.02 
+18144678210,0.02 
+18144673691,0.02 
+18144677191,0.02 
+18144672072,0.02 
+18144675688,0.02 
+18144679475,0.02 
+18144677515,0.02 
+18144672841,0.02 
+18144674121,0.02 
+18144673891,0.02 
+18144677602,0.02 
+18144671965,0.02 
+18144679938,0.02 
+18144675945,0.02 
+18144678640,0.02 
+18144674286,0.02 
+18144675471,0.02 
+18144671840,0.02 
+18142633884,0.02 
+18142634039,0.02 
+18142634995,0.02 
+18142631871,0.02 
+18142631469,0.02 
+18142632827,0.02 
+18142634620,0.02 
+18142632581,0.02 
+18142639607,0.02 
+18142632775,0.02 
+18142631720,0.02 
+18142636140,0.02 
+18142634709,0.02 
+18142632287,0.02 
+18142634758,0.02 
+18142632363,0.02 
+18142638882,0.02 
+18142639007,0.02 
+18142636885,0.02 
+18142635832,0.02 
+18147007410,0.03 
+18147004539,0.03 
+18147007271,0.03 
+18147001417,0.03 
+18147003295,0.03 
+18147001879,0.03 
+18147005097,0.03 
+18147002540,0.03 
+18147002580,0.03 
+18147006602,0.03 
+18147003825,0.03 
+18147003754,0.03 
+18147002022,0.03 
+18147006077,0.03 
+18147008994,0.03 
+18147002955,0.03 
+18147003728,0.03 
+18147006319,0.03 
+18147001976,0.03 
+18147006072,0.03 
+18144656346,0.03 
+18144653295,0.03 
+18144651830,0.03 
+18144651826,0.03 
+18144656776,0.03 
+18144654643,0.03 
+18144652408,0.03 
+18144655201,0.03 
+18144652789,0.03 
+18144655585,0.03 
+18144654707,0.03 
+18144658154,0.03 
+18144653775,0.03 
+18144655025,0.03 
+18144656448,0.03 
+18144653566,0.03 
+18144655285,0.03 
+18144658991,0.03 
+18144656375,0.03 
+18144658486,0.03 
+18144727348,0.02 
+18144725063,0.02 
+18144725060,0.02 
+18144722677,0.02 
+18144721922,0.02 
+18144728448,0.02 
+18144729269,0.02 
+18144727516,0.02 
+18144727315,0.02 
+18144721749,0.02 
+18144724421,0.02 
+18144728508,0.02 
+18144723806,0.02 
+18144728824,0.02 
+18144725087,0.02 
+18144722144,0.02 
+18144726551,0.02 
+18144722449,0.02 
+18144721330,0.02 
+18144721935,0.02 
+18147667226,0.02 
+18147668949,0.02 
+18147667111,0.02 
+18147664631,0.02 
+18147662106,0.02 
+18147667269,0.02 
+18147661587,0.02 
+18147663415,0.02 
+18147666494,0.02 
+18147666678,0.02 
+18147667430,0.02 
+18147669240,0.02 
+18147664457,0.02 
+18147669282,0.02 
+18147664871,0.02 
+18147667862,0.02 
+18147665185,0.02 
+18147664183,0.02 
+18147667063,0.02 
+18147661891,0.02 
+18142009210,0.02 
+18142008230,0.02 
+18142003728,0.02 
+18142005091,0.02 
+18142008361,0.02 
+18142008275,0.02 
+18142007518,0.02 
+18142003124,0.02 
+18142007356,0.02 
+18142009702,0.02 
+18142003287,0.02 
+18142008756,0.02 
+18142007610,0.02 
+18142002477,0.02 
+18142003514,0.02 
+18142005362,0.02 
+18142005098,0.02 
+18142004148,0.02 
+18142008383,0.02 
+18142006005,0.02 
+16079899112,0 
+16079897081,0 
+16079899610,0 
+16079896083,0 
+16079897786,0 
+16079893778,0 
+16079897052,0 
+16079893996,0 
+16079894364,0 
+16079898365,0 
+16079895008,0 
+16079891600,0 
+16079896905,0 
+16079891763,0 
+16079896492,0 
+16079892805,0 
+16079892183,0 
+16079895132,0 
+16079891694,0 
+16079896242,0 
+16075603639,0 
+16075605203,0 
+16075608849,0 
+16075608839,0 
+16075602261,0 
+16075608505,0 
+16075609053,0 
+16075604883,0 
+16075605592,0 
+16075603118,0 
+16075603381,0 
+16075602296,0 
+16075603069,0 
+16075607657,0 
+16075605314,0 
+16075608308,0 
+16075604563,0 
+16075603608,0 
+16075604283,0 
+16075605708,0 
+16074477951,0 
+16074471129,0 
+16074479847,0 
+16074472907,0 
+16074477815,0 
+16074472169,0 
+16074476697,0 
+16074472187,0 
+16074471147,0 
+16074475326,0 
+16074471595,0 
+16074472579,0 
+16074471394,0 
+16074477726,0 
+16074471877,0 
+16074479340,0 
+16074475344,0 
+16074477968,0 
+16074477497,0 
+16074474435,0 
+16074199530,0 
+16074192517,0 
+16074198886,0 
+16074198788,0 
+16074194690,0 
+16074197933,0 
+16074193572,0 
+16074197798,0 
+16074192449,0 
+16074198101,0 
+16074198602,0 
+16074198570,0 
+16074195581,0 
+16074192086,0 
+16074194254,0 
+16074191138,0 
+16074194004,0 
+16074197768,0 
+16074192238,0 
+16074197939,0 
+16075048328,0 
+16075043874,0 
+16075042509,0 
+16075043060,0 
+16075049761,0 
+16075048444,0 
+16075049449,0 
+16075043536,0 
+16075042063,0 
+16075042299,0 
+16075042794,0 
+16075044209,0 
+16075044910,0 
+16075049752,0 
+16075048742,0 
+16075049511,0 
+16075044333,0 
+16075047750,0 
+16075049091,0 
+16075043759,0 
+16076802721,0 
+16076806643,0 
+16076802951,0 
+16076809689,0 
+16076806976,0 
+16076807066,0 
+16076805139,0 
+16076808637,0 
+16076807167,0 
+16076802797,0 
+16076803856,0 
+16076804601,0 
+16076805297,0 
+16076807043,0 
+16076809682,0 
+16076809107,0 
+16076805007,0 
+16076809649,0 
+16076807412,0 
+16076803892,0 
+16076707934,0 
+16076705204,0 
+16076705217,0 
+16076702419,0 
+16076709928,0 
+16076705637,0 
+16076701819,0 
+16076707905,0 
+16076703397,0 
+16076704987,0 
+16076706003,0 
+16076705168,0 
+16076706709,0 
+16076706986,0 
+16076708488,0 
+16076709131,0 
+16076705490,0 
+16076703064,0 
+16076703720,0 
+16076709633,0 
+16077284605,0 
+16077284522,0 
+16077289693,0 
+16077288910,0 
+16077283807,0 
+16077285159,0 
+16077286621,0 
+16077281820,0 
+16077284375,0 
+16077282836,0 
+16077285310,0 
+16077285509,0 
+16077289105,0 
+16077288293,0 
+16077282224,0 
+16077288131,0 
+16077283942,0 
+16077288312,0 
+16077289615,0 
+16077286878,0 
+16079646699,0 
+16079642942,0 
+16079646248,0 
+16079641430,0 
+16079644198,0 
+16079641976,0 
+16079649603,0 
+16079646575,0 
+16079646322,0 
+16079647215,0 
+16079645405,0 
+16079643305,0 
+16079648102,0 
+16079643647,0 
+16079644920,0 
+16079645496,0 
+16079648530,0 
+16079646870,0 
+16079645383,0 
+16079642743,0 
+19502617591,0.09 
+19502613665,0.09 
+19502619495,0.09 
+19502611331,0.09 
+19502612479,0.09 
+19502613257,0.09 
+19502611291,0.09 
+19502614156,0.09 
+19502612063,0.09 
+19502615891,0.09 
+19502618566,0.09 
+19502615546,0.09 
+19502618078,0.09 
+19502612327,0.09 
+19502618632,0.09 
+19502619270,0.09 
+19502615469,0.09 
+19502615701,0.09 
+19502614289,0.09 
+19502616852,0.09 
+19505987740,0.08 
+19505983751,0.08 
+19505984462,0.08 
+19505985967,0.08 
+19505986771,0.08 
+19505987803,0.08 
+19505982074,0.08 
+19505982651,0.08 
+19505986459,0.08 
+19505982823,0.08 
+19505982933,0.08 
+19505986794,0.08 
+19505983688,0.08 
+19505989786,0.08 
+19505989334,0.08 
+19505983336,0.08 
+19505988223,0.08 
+19505985891,0.08 
+19505981422,0.08 
+19505989656,0.08 
+19508615009,0.08 
+19508613446,0.08 
+19508617305,0.08 
+19508615163,0.08 
+19508611917,0.08 
+19508611516,0.08 
+19508617690,0.08 
+19508619311,0.08 
+19508618645,0.08 
+19508618788,0.08 
+19508616827,0.08 
+19508612610,0.08 
+19508619211,0.08 
+19508617915,0.08 
+19508612389,0.08 
+19508615876,0.08 
+19508614023,0.08 
+19508614753,0.08 
+19508611366,0.08 
+19508612812,0.08 
+19507484211,0.09 
+19507486454,0.09 
+19507486721,0.09 
+19507482038,0.09 
+19507485050,0.09 
+19507489890,0.09 
+19507483767,0.09 
+19507482554,0.09 
+19507484663,0.09 
+19507487111,0.09 
+19507489447,0.09 
+19507483488,0.09 
+19507485879,0.09 
+19507487625,0.09 
+19507487976,0.09 
+19507486044,0.09 
+19507487682,0.09 
+19507484400,0.09 
+19507488301,0.09 
+19507489802,0.09 
+19508669115,0.09 
+19508665894,0.09 
+19508663989,0.09 
+19508663694,0.09 
+19508667290,0.09 
+19508661159,0.09 
+19508667915,0.09 
+19508662432,0.09 
+19508665481,0.09 
+19508665164,0.09 
+19508669873,0.09 
+19508667740,0.09 
+19508664536,0.09 
+19508669412,0.09 
+19508669420,0.09 
+19508663068,0.09 
+19508667932,0.09 
+19508668192,0.09 
+19508661275,0.09 
+19508661730,0.09 
+19504175093,0.09 
+19504171484,0.09 
+19504179376,0.09 
+19504177085,0.09 
+19504177482,0.09 
+19504174892,0.09 
+19504173638,0.09 
+19504174602,0.09 
+19504173820,0.09 
+19504179891,0.09 
+19504178909,0.09 
+19504175475,0.09 
+19504177428,0.09 
+19504173981,0.09 
+19504179801,0.09 
+19504173409,0.09 
+19504171601,0.09 
+19504178643,0.09 
+19504171701,0.09 
+19504179972,0.09 
+19504752483,0.09 
+19504751825,0.09 
+19504758321,0.09 
+19504751325,0.09 
+19504752498,0.09 
+19504753204,0.09 
+19504759903,0.09 
+19504752461,0.09 
+19504758580,0.09 
+19504751876,0.09 
+19504757628,0.09 
+19504753205,0.09 
+19504752550,0.09 
+19504757292,0.09 
+19504759672,0.09 
+19504753877,0.09 
+19504753441,0.09 
